Date,State,Confirmed
2020-05-28,Jharkhand,448
2020-05-28,Karnataka,2418
2020-05-28,Kerala,1004
2020-05-28,Ladakh,53
2020-05-28,Madhya Pradesh,7261
2020-05-28,Maharashtra,56948
2020-05-28,Manipur,44
2020-05-28,Meghalaya,20
2020-05-28,Mizoram,1
2020-05-28,Nagaland,4
2020-05-28,Odisha,1593
2020-05-28,Puducherry,46
2020-05-28,Punjab,2139
2020-05-28,Rajasthan,7703
2020-05-28,Sikkim,1
2020-05-28,Tamil Nadu,18545
2020-05-28,Telengana,2098
2020-05-28,Tripura,230
2020-05-28,Uttar Pradesh,6991
2020-05-28,Uttarakhand,469
2020-05-28,West Bengal,4192
2020-05-29,Andaman and Nicobar Islands,33
2020-05-29,Andhra Pradesh,3251
2020-05-29,Arunachal Pradesh,3
2020-05-29,Assam,856
2020-05-29,Bihar,3296
2020-05-29,Cases being reassigned to states,4673
2020-05-29,Chandigarh,288
2020-05-29,Chhattisgarh,399
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,2
2020-05-29,Delhi,16281
2020-05-29,Goa,69
2020-05-29,Gujarat,15562
2020-05-29,Haryana,1504
2020-05-29,Himachal Pradesh,276
2020-05-29,Jammu and Kashmir,2036
2020-05-29,Jharkhand,469
2020-05-29,Karnataka,2533
2020-05-29,Kerala,1088
2020-05-29,Ladakh,73
2020-05-29,Madhya Pradesh,7453
2020-05-29,Maharashtra,59546
2020-05-29,Manipur,55
2020-05-29,Meghalaya,21
2020-05-29,Mizoram,1
2020-05-29,Nagaland,18
2020-05-29,Odisha,1660
2020-05-29,Puducherry,51
2020-05-29,Punjab,2158
2020-05-29,Rajasthan,8067
2020-05-29,Sikkim,1
2020-05-29,Tamil Nadu,19372
2020-05-29,Telengana,2256
2020-05-29,Tripura,242
2020-05-29,Uttar Pradesh,7170
2020-05-29,Uttarakhand,500
2020-05-29,West Bengal,4536
2020-05-30,Andaman and Nicobar Islands,33
2020-05-30,Andhra Pradesh,3436
2020-05-30,Arunachal Pradesh,3
2020-05-30,Assam,1024
2020-05-30,Bihar,3376
2020-05-30,Cases being reassigned to states,5043
2020-05-30,Chandigarh,289
2020-05-30,Chhattisgarh,415
2020-05-30,Dadra and Nagar Haveli and Daman and Diu,2
2020-05-30,Delhi,17386
2020-05-30,Goa,69
2020-05-30,Gujarat,15934
2020-05-30,Haryana,1721
2020-05-30,Himachal Pradesh,295
2020-05-30,Jammu and Kashmir,2164
2020-05-30,Jharkhand,511
2020-05-30,Karnataka,2781
2020-05-30,Kerala,1150
2020-05-30,Ladakh,74
2020-05-30,Madhya Pradesh,7645
2020-05-30,Maharashtra,62228
2020-05-30,Manipur,59
2020-05-30,Meghalaya,27
2020-05-30,Mizoram,1
2020-05-30,Nagaland,25
2020-05-30,Odisha,1723
2020-05-30,Puducherry,51
2020-05-30,Punjab,2197
2020-05-30,Rajasthan,8365
2020-05-30,Sikkim,1
2020-05-30,Tamil Nadu,20246
2020-05-30,Telengana,2425
2020-05-30,Tripura,251
2020-05-30,Uttar Pradesh,7284
2020-05-30,Uttarakhand,716
2020-05-30,West Bengal,4813
2020-05-31,Andaman and Nicobar Islands,33
2020-05-31,Andhra Pradesh,3569
2020-05-31,Arunachal Pradesh,4
2020-05-31,Assam,1185
2020-05-31,Bihar,3636
2020-05-31,Cases being reassigned to states,5491
2020-05-31,Chandigarh,289
2020-05-31,Chhattisgarh,447
2020-05-31,Dadra and Nagar Haveli and Daman and Diu,2
2020-05-31,Delhi,18549
2020-05-31,Goa,70
2020-05-31,Gujarat,16343
2020-05-31,Haryana,1923
2020-05-31,Himachal Pradesh,313
2020-05-31,Jammu and Kashmir,2341
2020-05-31,Jharkhand,563
2020-05-31,Karnataka,2922
2020-05-31,Kerala,1208
2020-05-31,Ladakh,74
2020-05-31,Madhya Pradesh,7891
2020-05-31,Maharashtra,65168
2020-05-31,Manipur,62
2020-05-31,Meghalaya,27
2020-05-31,Mizoram,1
2020-05-31,Nagaland,36
2020-05-31,Odisha,1819
2020-05-31,Puducherry,51
2020-05-31,Punjab,2233
2020-05-31,Rajasthan,8617
2020-05-31,Sikkim,1
2020-05-31,Tamil Nadu,21184
2020-05-31,Telengana,2499
2020-05-31,Tripura,268
2020-05-31,Uttar Pradesh,7445
2020-05-31,Uttarakhand,749
2020-05-31,West Bengal,5130
2020-06-01,Andaman and Nicobar Islands,33
2020-06-01,Andhra Pradesh,3679
2020-06-01,Arunachal Pradesh,4
2020-06-01,Assam,1272
2020-06-01,Bihar,3815
2020-06-01,Cases being reassigned to states,5630
2020-06-01,Chandigarh,293
2020-06-01,Chhattisgarh,498
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,2
2020-06-01,Delhi,19844
2020-06-01,Goa,70
2020-06-01,Gujarat,16779
2020-06-01,Haryana,2091
2020-06-01,Himachal Pradesh,331
2020-06-01,Jammu and Kashmir,2446
2020-06-01,Jharkhand,610
2020-06-01,Karnataka,3221
2020-06-01,Kerala,1269
2020-06-01,Ladakh,74
2020-06-01,Madhya Pradesh,8089
2020-06-01,Maharashtra,67655
2020-06-01,Manipur,71
2020-06-01,Meghalaya,27
2020-06-01,Mizoram,1
2020-06-01,Nagaland,43
2020-06-01,Odisha,1948
2020-06-01,Puducherry,70
2020-06-01,Punjab,2263
2020-06-01,Rajasthan,8831
2020-06-01,Sikkim,1
2020-06-01,Tamil Nadu,22333
2020-06-01,Telengana,2698
2020-06-01,Tripura,313
2020-06-01,Uttar Pradesh,7823
2020-06-01,Uttarakhand,907
2020-06-01,West Bengal,5501
2020-06-02,Andaman and Nicobar Islands,33
2020-06-02,Andhra Pradesh,3783
2020-06-02,Arunachal Pradesh,22
2020-06-02,Assam,1390
2020-06-02,Bihar,3926
2020-06-02,Cases being reassigned to states,6414
2020-06-02,Chandigarh,294
2020-06-02,Chhattisgarh,547
2020-06-02,Dadra and Nagar Haveli and Daman and Diu,3
2020-06-02,Delhi,20834
2020-06-02,Goa,71
2020-06-02,Gujarat,17200
2020-06-02,Haryana,2356
2020-06-02,Himachal Pradesh,340
2020-06-02,Jammu and Kashmir,2601
2020-06-02,Jharkhand,659
2020-06-02,Karnataka,3408
2020-06-02,Kerala,1326
2020-06-02,Ladakh,77
2020-06-02,Madhya Pradesh,8283
2020-06-02,Maharashtra,70013
2020-06-02,Manipur,83
2020-06-02,Meghalaya,27
2020-06-02,Mizoram,1
2020-06-02,Nagaland,43
2020-06-02,Odisha,2104
2020-06-02,Puducherry,74
2020-06-02,Punjab,2301
2020-06-02,Rajasthan,8980
2020-06-02,Sikkim,1
2020-06-02,Tamil Nadu,23495
2020-06-02,Telengana,2792
2020-06-02,Tripura,420
2020-06-02,Uttar Pradesh,8075
2020-06-02,Uttarakhand,958
2020-06-02,West Bengal,5772
2020-06-03,Andaman and Nicobar Islands,33
2020-06-03,Andhra Pradesh,3898
2020-06-03,Arunachal Pradesh,22
2020-06-03,Assam,1513
2020-06-03,Bihar,4155
2020-06-03,Cases being reassigned to states,7123
2020-06-03,Chandigarh,301
2020-06-03,Chhattisgarh,564
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,4
2020-06-03,Delhi,22132
2020-06-03,Goa,79
2020-06-03,Gujarat,17617
2020-06-03,Haryana,2652
2020-06-03,Himachal Pradesh,345
2020-06-03,Jammu and Kashmir,2718
2020-06-03,Jharkhand,712
2020-06-03,Karnataka,3796
2020-06-03,Kerala,1412
2020-06-03,Ladakh,81
2020-06-03,Madhya Pradesh,8420
2020-06-03,Maharashtra,72300
2020-06-03,Manipur,89
2020-06-03,Meghalaya,27
2020-06-03,Mizoram,13
2020-06-03,Nagaland,49
2020-06-03,Odisha,2245
2020-06-03,Puducherry,82
2020-06-03,Punjab,2342
2020-06-03,Rajasthan,9373
2020-06-03,Sikkim,1
2020-06-03,Tamil Nadu,24586
2020-06-03,Telengana,2891
2020-06-03,Tripura,468
2020-06-03,Uttar Pradesh,8361
2020-06-03,Uttarakhand,1043
2020-06-03,West Bengal,6168
2020-06-04,Andaman and Nicobar Islands,33
2020-06-04,Andhra Pradesh,4080
2020-06-04,Arunachal Pradesh,38
2020-06-04,Assam,1672
2020-06-04,Bihar,4390
2020-06-04,Cases being reassigned to states,7483
2020-06-04,Chandigarh,301
2020-06-04,Chhattisgarh,668
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,8
2020-06-04,Delhi,23645
2020-06-04,Goa,79
2020-06-04,Gujarat,18100
2020-06-04,Haryana,2954
2020-06-04,Himachal Pradesh,359
2020-06-04,Jammu and Kashmir,2857
2020-06-04,Jharkhand,752
2020-06-04,Karnataka,4063
2020-06-04,Kerala,1494
2020-06-04,Ladakh,90
2020-06-04,Madhya Pradesh,8588
2020-06-04,Maharashtra,74860
2020-06-04,Manipur,118
2020-06-04,Meghalaya,33
2020-06-04,Mizoram,14
2020-06-04,Nagaland,58
2020-06-04,Odisha,2388
2020-06-04,Puducherry,82
2020-06-04,Punjab,2376
2020-06-04,Rajasthan,9652
2020-06-04,Sikkim,2
2020-06-04,Tamil Nadu,25872
2020-06-04,Telengana,3020
2020-06-04,Tripura,468
2020-06-04,Uttar Pradesh,8729
2020-06-04,Uttarakhand,1085
2020-06-04,West Bengal,6508
2020-06-05,Andaman and Nicobar Islands,33
2020-06-05,Andhra Pradesh,4223
2020-06-05,Arunachal Pradesh,42
2020-06-05,Assam,1988
2020-06-05,Bihar,4493
2020-06-05,Cases being reassigned to states,7610
2020-06-05,Chandigarh,301
2020-06-05,Chhattisgarh,756
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,12
2020-06-05,Delhi,25004
2020-06-05,Goa,166
2020-06-05,Gujarat,18584
2020-06-05,Haryana,3281
2020-06-05,Himachal Pradesh,383
2020-06-05,Jammu and Kashmir,3142
2020-06-05,Jharkhand,793
2020-06-05,Karnataka,4320
2020-06-05,Kerala,1588
2020-06-05,Ladakh,90
2020-06-05,Madhya Pradesh,8762
2020-06-05,Maharashtra,77793
2020-06-05,Manipur,124
2020-06-05,Meghalaya,33
2020-06-05,Mizoram,17
2020-06-05,Nagaland,80
2020-06-05,Odisha,2478
2020-06-05,Puducherry,82
2020-06-05,Punjab,2415
2020-06-05,Rajasthan,9862
2020-06-05,Sikkim,2
2020-06-05,Tamil Nadu,27256
2020-06-05,Telengana,3147
2020-06-05,Tripura,644
2020-06-05,Uttar Pradesh,9237
2020-06-05,Uttarakhand,1153
2020-06-05,West Bengal,6876
2020-06-06,Andaman and Nicobar Islands,33
2020-06-06,Andhra Pradesh,4303
2020-06-06,Arunachal Pradesh,45
2020-06-06,Assam,2153
2020-06-06,Bihar,4596
2020-06-06,Cases being reassigned to states,8192
2020-06-06,Chandigarh,304
2020-06-06,Chhattisgarh,879
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14
2020-06-06,Delhi,26334
2020-06-06,Goa,196
2020-06-06,Gujarat,19094
2020-06-06,Haryana,3597
2020-06-06,Himachal Pradesh,393
2020-06-06,Jammu and Kashmir,3324
2020-06-06,Jharkhand,881
2020-06-06,Karnataka,4835
2020-06-06,Kerala,1699
2020-06-06,Ladakh,97
2020-06-06,Madhya Pradesh,8996
2020-06-06,Maharashtra,80229
2020-06-06,Manipur,132
2020-06-06,Meghalaya,33
2020-06-06,Mizoram,22
2020-06-06,Nagaland,94
2020-06-06,Odisha,2608
2020-06-06,Puducherry,99
2020-06-06,Punjab,2461
2020-06-06,Rajasthan,10084
2020-06-06,Sikkim,3
2020-06-06,Tamil Nadu,28694
2020-06-06,Telengana,3290
2020-06-06,Tripura,692
2020-06-06,Uttar Pradesh,9733
2020-06-06,Uttarakhand,1215
2020-06-06,West Bengal,7303
2020-06-07,Andaman and Nicobar Islands,33
2020-06-07,Andhra Pradesh,4510
2020-06-07,Arunachal Pradesh,47
2020-06-07,Assam,2397
2020-06-07,Bihar,4915
2020-06-07,Cases being reassigned to states,8605
2020-06-07,Chandigarh,309
2020-06-07,Chhattisgarh,923
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,19
2020-06-07,Delhi,27654
2020-06-07,Goa,267
2020-06-07,Gujarat,19592
2020-06-07,Haryana,3952
2020-06-07,Himachal Pradesh,400
2020-06-07,Jammu and Kashmir,3467
2020-06-07,Jharkhand,1000
2020-06-07,Karnataka,5213
2020-06-07,Kerala,1807
2020-06-07,Ladakh,99
2020-06-07,Madhya Pradesh,9228
2020-06-07,Maharashtra,82968
2020-06-07,Manipur,157
2020-06-07,Meghalaya,33
2020-06-07,Mizoram,24
2020-06-07,Nagaland,107
2020-06-07,Odisha,2781
2020-06-07,Puducherry,99
2020-06-07,Punjab,2515
2020-06-07,Rajasthan,10331
2020-06-07,Sikkim,7
2020-06-07,Tamil Nadu,30152
2020-06-07,Telengana,3496
2020-06-07,Tripura,747
2020-06-07,Uttar Pradesh,9733
2020-06-07,Uttarakhand,1303
2020-06-07,West Bengal,7738
2020-06-08,Andaman and Nicobar Islands,33
2020-06-08,Andhra Pradesh,4708
2020-06-08,Arunachal Pradesh,51
2020-06-08,Assam,2565
2020-06-08,Bihar,5088
2020-06-08,Cases being reassigned to states,9189
2020-06-08,Chandigarh,314
2020-06-08,Chhattisgarh,1073
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,20
2020-06-08,Delhi,27654
2020-06-08,Goa,300
2020-06-08,Gujarat,20070
2020-06-08,Haryana,4448
2020-06-08,Himachal Pradesh,413
2020-06-08,Jammu and Kashmir,4087
2020-06-08,Jharkhand,1099
2020-06-08,Karnataka,5452
2020-06-08,Kerala,1914
2020-06-08,Ladakh,103
2020-06-08,Madhya Pradesh,9401
2020-06-08,Maharashtra,85975
2020-06-08,Manipur,172
2020-06-08,Meghalaya,36
2020-06-08,Mizoram,34
2020-06-08,Nagaland,118
2020-06-08,Odisha,2856
2020-06-08,Puducherry,99
2020-06-08,Punjab,2608
2020-06-08,Rajasthan,10599
2020-06-08,Sikkim,7
2020-06-08,Tamil Nadu,31667
2020-06-08,Telengana,3580
2020-06-08,Tripura,800
2020-06-08,Uttar Pradesh,10536
2020-06-08,Uttarakhand,1355
2020-06-08,West Bengal,8187
2020-06-09,Andaman and Nicobar Islands,33
2020-06-09,Andhra Pradesh,4851
2020-06-09,Arunachal Pradesh,51
2020-06-09,Assam,2776
2020-06-09,Bihar,5202
2020-06-09,Cases being reassigned to states,8803
2020-06-09,Chandigarh,317
2020-06-09,Chhattisgarh,1160
2020-06-09,Dadra and Nagar Haveli and Daman and Diu,22
2020-06-09,Delhi,29943
2020-06-09,Goa,330
2020-06-09,Gujarat,20545
2020-06-09,Haryana,4854
2020-06-09,Himachal Pradesh,421
2020-06-09,Jammu and Kashmir,4285
2020-06-09,Jharkhand,1256
2020-06-09,Karnataka,5760
2020-06-09,Kerala,2005
2020-06-09,Ladakh,103
2020-06-09,Madhya Pradesh,9638
2020-06-09,Maharashtra,88528
2020-06-09,Manipur,272
2020-06-09,Meghalaya,36
2020-06-09,Mizoram,42
2020-06-09,Nagaland,123
2020-06-09,Odisha,2994
2020-06-09,Puducherry,127
2020-06-09,Punjab,2663
2020-06-09,Rajasthan,10763
2020-06-09,Sikkim,7
2020-06-09,Tamil Nadu,33229
2020-06-09,Telengana,3650
2020-06-09,Tripura,838
2020-06-09,Uttar Pradesh,10947
2020-06-09,Uttarakhand,1411
2020-06-09,West Bengal,8613
2020-06-10,Andaman and Nicobar Islands,33
2020-06-10,Andhra Pradesh,5070
2020-06-10,Arunachal Pradesh,57
2020-06-10,Assam,2937
2020-06-10,Bihar,5459
2020-06-10,Cases being reassigned to states,9227
2020-06-10,Chandigarh,323
2020-06-10,Chhattisgarh,1240
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,22
2020-06-10,Delhi,31309
2020-06-10,Goa,359
2020-06-10,Gujarat,21014
2020-06-10,Haryana,5209
2020-06-10,Himachal Pradesh,445
2020-06-10,Jammu and Kashmir,4346
2020-06-10,Jharkhand,1411
2020-06-10,Karnataka,5921
2020-06-10,Kerala,2096
2020-06-10,Ladakh,108
2020-06-10,Madhya Pradesh,9849
2020-06-10,Maharashtra,90787
2020-06-10,Manipur,304
2020-06-10,Meghalaya,43
2020-06-10,Mizoram,88
2020-06-10,Nagaland,127
2020-06-10,Odisha,3140
2020-06-10,Puducherry,127
2020-06-10,Punjab,2719
2020-06-10,Rajasthan,11245
2020-06-10,Sikkim,13
2020-06-10,Tamil Nadu,34914
2020-06-10,Telengana,3920
2020-06-10,Tripura,864
2020-06-10,Uttar Pradesh,11335
2020-06-10,Uttarakhand,1537
2020-06-10,West Bengal,8985
2020-06-11,Andaman and Nicobar Islands,34
2020-06-11,Andhra Pradesh,5269
2020-06-11,Arunachal Pradesh,57
2020-06-11,Assam,3092
2020-06-11,Bihar,5710
2020-06-11,Cases being reassigned to states,8931
2020-06-11,Chandigarh,327
2020-06-11,Chhattisgarh,1262
2020-06-11,Dadra and Nagar Haveli and Daman and Diu,26
2020-06-11,Daman & Diu,2
2020-06-11,Delhi,32810
2020-06-11,Goa,387
2020-06-11,Gujarat,21521
2020-06-11,Haryana,5579
2020-06-11,Himachal Pradesh,451
2020-06-11,Jammu and Kashmir,4507
2020-06-11,Jharkhand,1489
2020-06-11,Karnataka,6041
2020-06-11,Kerala,2161
2020-06-11,Ladakh,115
2020-06-11,Madhya Pradesh,10049
2020-06-11,Maharashtra,94041
2020-06-11,Manipur,311
2020-06-11,Meghalaya,44
2020-06-11,Mizoram,93
2020-06-11,Nagaland,128
2020-06-11,Odisha,3250
2020-06-11,Puducherry,127
2020-06-11,Punjab,2805
2020-06-11,Rajasthan,11600
2020-06-11,Sikkim,13
2020-06-11,Tamil Nadu,36841
2020-06-11,Telengana,4111
2020-06-11,Tripura,895
2020-06-11,Uttar Pradesh,11610
2020-06-11,Uttarakhand,1562
2020-06-11,West Bengal,9328
2020-06-12,Andaman and Nicobar Islands,38
2020-06-12,Andhra Pradesh,5429
2020-06-12,Arunachal Pradesh,61
2020-06-12,Assam,3319
2020-06-12,Bihar,5983
2020-06-12,Cases being reassigned to states,8315
2020-06-12,Chandigarh,332
2020-06-12,Chhattisgarh,1398
2020-06-12,Dadra and Nagar Haveli and Daman and Diu,30
2020-06-12,Delhi,34687
2020-06-12,Goa,417
2020-06-12,Gujarat,22032
2020-06-12,Haryana,5968
2020-06-12,Himachal Pradesh,470
2020-06-12,Jammu and Kashmir,4574
2020-06-12,Jharkhand,1599
2020-06-12,Karnataka,6245
2020-06-12,Kerala,2244
2020-06-12,Ladakh,135
2020-06-12,Madhya Pradesh,10241
2020-06-12,Maharashtra,97648
2020-06-12,Manipur,366
2020-06-12,Meghalaya,44
2020-06-12,Mizoram,102
2020-06-12,Nagaland,128
2020-06-12,Odisha,3386
2020-06-12,Puducherry,157
2020-06-12,Punjab,2887
2020-06-12,Rajasthan,11838
2020-06-12,Sikkim,14
2020-06-12,Tamil Nadu,38716
2020-06-12,Telengana,4320
2020-06-12,Tripura,913
2020-06-12,Uttar Pradesh,12088
2020-06-12,Uttarakhand,1643
2020-06-12,West Bengal,9768
2020-06-13,Andaman and Nicobar Islands,38
2020-06-13,Andhra Pradesh,5680
2020-06-13,Arunachal Pradesh,67
2020-06-13,Assam,3498
2020-06-13,Bihar,6103
2020-06-13,Cases being reassigned to states,7984
2020-06-13,Chandigarh,334
2020-06-13,Chhattisgarh,1429
2020-06-13,Dadra and Nagar Haveli and Daman and Diu,30
2020-06-13,Delhi,36824
2020-06-13,Goa,463
2020-06-13,Gujarat,22527
2020-06-13,Haryana,6334
2020-06-13,Himachal Pradesh,486
2020-06-13,Jammu and Kashmir,4730
2020-06-13,Jharkhand,1617
2020-06-13,Karnataka,6516
2020-06-13,Kerala,2322
2020-06-13,Ladakh,239
2020-06-13,Madhya Pradesh,10443
2020-06-13,Maharashtra,101141
2020-06-13,Manipur,385
2020-06-13,Meghalaya,44
2020-06-13,Mizoram,104
2020-06-13,Nagaland,156
2020-06-13,Odisha,3498
2020-06-13,Puducherry,157
2020-06-13,Punjab,2986
2020-06-13,Rajasthan,12068
2020-06-13,Sikkim,63
2020-06-13,Tamil Nadu,40698
2020-06-13,Telengana,4484
2020-06-13,Tripura,961
2020-06-13,Uttar Pradesh,12616
2020-06-13,Uttarakhand,1724
2020-06-13,West Bengal,10244
2020-06-14,Andaman and Nicobar Islands,38
2020-06-14,Andhra Pradesh,5965
2020-06-14,Arunachal Pradesh,87
2020-06-14,Assam,3718
2020-06-14,Bihar,6290
2020-06-14,Cases being reassigned to states,7436
2020-06-14,Chandigarh,345
2020-06-14,Chhattisgarh,1512
2020-06-14,Dadra and Nagar Haveli and Daman and Diu,35
2020-06-14,Delhi,38958
2020-06-14,Goa,523
2020-06-14,Gujarat,23038
2020-06-14,Haryana,6749
2020-06-14,Himachal Pradesh,502
2020-06-14,Jammu and Kashmir,4878
2020-06-14,Jharkhand,1711
2020-06-14,Karnataka,6824
2020-06-14,Kerala,2407
2020-06-14,Ladakh,437
2020-06-14,Madhya Pradesh,10641
2020-06-14,Maharashtra,104568
2020-06-14,Manipur,449
2020-06-14,Meghalaya,44
2020-06-14,Mizoram,107
2020-06-14,Nagaland,163
2020-06-14,Odisha,3723
2020-06-14,Puducherry,176
2020-06-14,Punjab,3063
2020-06-14,Rajasthan,12401
2020-06-14,Sikkim,63
2020-06-14,Tamil Nadu,42687
2020-06-14,Telengana,4737
2020-06-14,Tripura,1046
2020-06-14,Uttar Pradesh,13118
2020-06-14,Uttarakhand,1785
2020-06-14,West Bengal,10698
2020-06-15,Andaman and Nicobar Islands,38
2020-06-15,Andhra Pradesh,6163
2020-06-15,Arunachal Pradesh,91
2020-06-15,Assam,4049
2020-06-15,Bihar,6470
2020-06-15,Cases being reassigned to states,6972
2020-06-15,Chandigarh,352
2020-06-15,Chhattisgarh,1662
2020-06-15,Dadra and Nagar Haveli and Daman and Diu,36
2020-06-15,Delhi,41182
2020-06-15,Goa,564
2020-06-15,Gujarat,23544
2020-06-15,Haryana,7208
2020-06-15,Himachal Pradesh,518
2020-06-15,Jammu and Kashmir,5041
2020-06-15,Jharkhand,1745
2020-06-15,Karnataka,7000
2020-06-15,Kerala,2461
2020-06-15,Ladakh,549
2020-06-15,Madhya Pradesh,10802
2020-06-15,Maharashtra,107958
2020-06-15,Manipur,458
2020-06-15,Meghalaya,44
2020-06-15,Mizoram,112
2020-06-15,Nagaland,168
2020-06-15,Odisha,3909
2020-06-15,Puducherry,194
2020-06-15,Punjab,3140
2020-06-15,Rajasthan,12694
2020-06-15,Sikkim,68
2020-06-15,Tamil Nadu,44661
2020-06-15,Telengana,4974
2020-06-15,Tripura,1076
2020-06-15,Uttar Pradesh,13615
2020-06-15,Uttarakhand,1819
2020-06-15,West Bengal,11087
2020-06-16,Andaman and Nicobar Islands,41
2020-06-16,Andhra Pradesh,6456
2020-06-16,Arunachal Pradesh,91
2020-06-16,Assam,4158
2020-06-16,Bihar,6650
2020-06-16,Cases being reassigned to states,7684
2020-06-16,Chandigarh,354
2020-06-16,Chhattisgarh,1756
2020-06-16,Dadra and Nagar Haveli and Daman and Diu,36
2020-06-16,Delhi,42829
2020-06-16,Goa,592
2020-06-16,Gujarat,24055
2020-06-16,Haryana,7722
2020-06-16,Himachal Pradesh,556
2020-06-16,Jammu and Kashmir,5220
2020-06-16,Jharkhand,1763
2020-06-16,Karnataka,7213
2020-06-16,Kerala,2543
2020-06-16,Ladakh,555
2020-06-16,Madhya Pradesh,10935
2020-06-16,Maharashtra,110744
2020-06-16,Manipur,490
2020-06-16,Meghalaya,44
2020-06-16,Mizoram,117
2020-06-16,Nagaland,177
2020-06-16,Odisha,4055
2020-06-16,Puducherry,202
2020-06-16,Punjab,3267
2020-06-16,Rajasthan,12981
2020-06-16,Sikkim,68
2020-06-16,Tamil Nadu,46504
2020-06-16,Telengana,5193
2020-06-16,Tripura,1086
2020-06-16,Uttar Pradesh,13615
2020-06-16,Uttarakhand,1845
2020-06-16,West Bengal,11494
2020-06-17,Andaman and Nicobar Islands,44
2020-06-17,Andhra Pradesh,6841
2020-06-17,Arunachal Pradesh,95
2020-06-17,Assam,4319
2020-06-17,Bihar,6778
2020-06-17,Cases being reassigned to states,8273
2020-06-17,Chandigarh,358
2020-06-17,Chhattisgarh,1781
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,45
2020-06-17,Delhi,44688
2020-06-17,Goa,629
2020-06-17,Gujarat,24577
2020-06-17,Haryana,8272
2020-06-17,Himachal Pradesh,560
2020-06-17,Jammu and Kashmir,5298
2020-06-17,Jharkhand,1839
2020-06-17,Karnataka,7530
2020-06-17,Kerala,2622
2020-06-17,Ladakh,649
2020-06-17,Madhya Pradesh,11083
2020-06-17,Maharashtra,113445
2020-06-17,Manipur,500
2020-06-17,Meghalaya,44
2020-06-17,Mizoram,121
2020-06-17,Nagaland,179
2020-06-17,Odisha,4163
2020-06-17,Puducherry,216
2020-06-17,Punjab,3371
2020-06-17,Rajasthan,13216
2020-06-17,Sikkim,70
2020-06-17,Tamil Nadu,48019
2020-06-17,Telengana,5406
2020-06-17,Tripura,1092
2020-06-17,Uttar Pradesh,14091
2020-06-17,Uttarakhand,1942
2020-06-17,West Bengal,11909
2020-06-18,Andaman and Nicobar Islands,44
2020-06-18,Andhra Pradesh,7071
2020-06-18,Arunachal Pradesh,99
2020-06-18,Assam,4605
2020-06-18,Bihar,6942
2020-06-18,Cases being reassigned to states,8703
2020-06-18,Chandigarh,368
2020-06-18,Chhattisgarh,1864
2020-06-18,Dadra and Nagar Haveli and Daman and Diu,57
2020-06-18,Delhi,47102
2020-06-18,Goa,656
2020-06-18,Gujarat,25093
2020-06-18,Haryana,8832
2020-06-18,Himachal Pradesh,569
2020-06-18,Jammu and Kashmir,5406
2020-06-18,Jharkhand,1895
2020-06-18,Karnataka,7734
2020-06-18,Kerala,2697
2020-06-18,Ladakh,687
2020-06-18,Madhya Pradesh,11244
2020-06-18,Maharashtra,116752
2020-06-18,Manipur,552
2020-06-18,Meghalaya,44
2020-06-18,Mizoram,121
2020-06-18,Nagaland,193
2020-06-18,Odisha,4338
2020-06-18,Puducherry,245
2020-06-18,Punjab,3497
2020-06-18,Rajasthan,13542
2020-06-18,Sikkim,70
2020-06-18,Tamil Nadu,50193
2020-06-18,Telengana,5675
2020-06-18,Tripura,1135
2020-06-18,Uttar Pradesh,14598
2020-06-18,Uttarakhand,2023
2020-06-18,West Bengal,12300
2020-06-19,Andaman and Nicobar Islands,44
2020-06-19,Andhra Pradesh,7518
2020-06-19,Arunachal Pradesh,103
2020-06-19,Assam,4777
2020-06-19,Bihar,7025
2020-06-19,Cases being reassigned to states,8927
2020-06-19,Chandigarh,374
2020-06-19,Chhattisgarh,1946
2020-06-19,Dadra and Nagar Haveli and Daman and Diu,58
2020-06-19,Delhi,49979
2020-06-19,Goa,705
2020-06-19,Gujarat,25601
2020-06-19,Haryana,9218
2020-06-19,Himachal Pradesh,595
2020-06-19,Jammu and Kashmir,5555
2020-06-19,Jharkhand,1920
2020-06-19,Karnataka,7944
2020-06-19,Kerala,2794
2020-06-19,Ladakh,687
2020-06-19,Madhya Pradesh,11426
2020-06-19,Maharashtra,120504
2020-06-19,Manipur,606
2020-06-19,Meghalaya,44
2020-06-19,Mizoram,130
2020-06-19,Nagaland,193
2020-06-19,Odisha,4512
2020-06-19,Puducherry,271
2020-06-19,Punjab,3615
2020-06-19,Rajasthan,13857
2020-06-19,Sikkim,70
2020-06-19,Tamil Nadu,52334
2020-06-19,Telengana,6027
2020-06-19,Tripura,1155
2020-06-19,Uttar Pradesh,15181
2020-06-19,Uttarakhand,2102
2020-06-19,West Bengal,12735
2020-06-20,Andaman and Nicobar Islands,45
2020-06-20,Andhra Pradesh,7961
2020-06-20,Arunachal Pradesh,103
2020-06-20,Assam,4904
